definition_wn,answer_wn,label,predicted_label,predicted_probability,definition,answer,surface,def_num_usable_synsets,ans_num_usable_synsets,distractor_source,cos_w1clue_w1all,cos_w1clue_w1common,cos_w1clue_w1obscure,cos_w1clue_w2all,cos_w1clue_w2common,cos_w1clue_w2obscure,wn_rel_hypernym,wn_rel_hypernym_of_hypernym,wn_rel_hypernym_of_hyponym,wn_rel_hyponym,wn_rel_hyponym_of_hypernym,wn_rel_hyponym_of_hyponym,wn_rel_hyponym_of_part_holonym,wn_rel_hyponym_of_part_meronym,wn_rel_member_meronym,wn_rel_member_meronym_of_member_holonym,wn_rel_part_holonym,wn_rel_part_holonym_of_hypernym,wn_rel_part_holonym_of_hyponym,wn_rel_part_holonym_of_part_meronym,wn_rel_part_meronym,wn_rel_part_meronym_of_hypernym,wn_rel_part_meronym_of_hyponym,wn_rel_substance_meronym,wn_rel_substance_meronym_of_hyponym,wn_rel_synonym,wn_max_path_sim,wn_shared_synset_count,surface_edit_distance,surface_length_ratio,surface_shared_first_letter,surface_char_overlap_ratio
fearlessly,daringly,1,0,0.405,fearlessly,DARINGLY,"Running short of time, Rodley rode away fearlessly",1,2,,0.899420976638794,0.899421215057373,0.899421215057373,0.8678829073905945,0.8627256155014038,0.8442829847335815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.8,0,0.36363636363636365
risk,threat,1,0,0.345,Risk,THREAT,Risk comes at that point where umpire finally stands down,6,4,,0.7062895894050598,0.7091612219810486,0.533746600151062,0.6642056107521057,0.6113440990447998,0.5840567350387573,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.6666666666666666,0,0.125
sweet-smelling,redolent,1,0,0.305,Sweet-smelling,REDOLENT,Sweet-smelling ore turning up in fissure,1,3,,0.7185838222503662,0.7185838222503662,0.7185839414596558,0.6507835984230042,0.4793562889099121,0.6554769277572632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,11,0.5714285714285714,0,0.3076923076923077
judge,arbitrate,1,0,0.215,judge,ARBITRATE,A charge to include right touch judge,7,1,,0.8235569000244141,0.484275758266449,0.4358895719051361,0.6944918036460876,0.6944918036460876,0.6944918036460876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,8,0.5555555555555556,0,0.1
reform,remedy,1,0,0.25,Reform,REMEDY,"Reform author stuck in revolutionary ideology, finally",9,4,,0.5944316983222961,0.49158230423927307,0.43930739164352417,0.49084365367889404,0.4188108444213867,0.2986341714859009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,4,1.0,1,0.42857142857142855
fact-finding,research,1,0,0.3,fact-finding,RESEARCH,Carer she misled in fact-finding,1,4,,0.7621222734451294,0.7621027231216431,0.762147068977356,0.7727952599525452,0.7470275163650513,0.521903932094574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,12,0.6666666666666666,0,0.15384615384615385
disgrace,scandal,1,0,0.4,a disgrace,SCANDAL,Conservative wearing thong? It’s a disgrace,4,2,,0.5787649154663086,0.4999901354312897,0.5322147607803345,0.6019115447998047,0.6194118857383728,0.5231857895851135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,7,0.875,0,0.4
jumper,cricket,1,0,0.43,jumper,CRICKET,Sport usually played in white jumper,8,3,,0.7881218194961548,0.6353555917739868,0.6282690763473511,0.5621857643127441,0.6042978763580322,0.4335753619670868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,6,0.8571428571428571,0,0.2
blubbing,tearful,1,0,0.22,blubbing,TEARFUL,Tense reprimand has you blubbing,1,2,,0.5040074586868286,0.5040074586868286,0.5040074586868286,0.45188242197036743,0.41775423288345337,0.40639084577560425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,8,0.875,0,0.18181818181818182
fashion_designer,milliner,1,0,0.475,fashion designer,MILLINER,Underground worker nursing unfortunate fashion designer,1,1,,0.7664942741394043,0.7664942741394043,0.7664942741394043,0.6473721265792847,0.647371768951416,0.647371768951416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,11,0.5,0,0.2857142857142857
sanctimonious,smug,1,0,0.245,sanctimonious,SMUG,Sticks around being sanctimonious,1,1,,0.8356812596321106,0.8356812596321106,0.8356812596321106,0.6989532709121704,0.6989532709121704,0.6989527940750122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,10,0.3076923076923077,1,0.3
bribe,bung,1,0,0.27,Bribe,BUNG,Bribe stopper?,2,3,,0.4919523596763611,0.49472904205322266,0.42046526074409485,0.4217512607574463,0.3382781744003296,0.30823764204978943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,4,0.8,1,0.14285714285714285
stressed,careworn,1,0,0.47,stressed,CAREWORN,Vehicle owner terribly stressed,5,1,,0.7224022150039673,0.7501494884490967,0.3695606589317322,0.5344939827919006,0.5344939827919006,0.5344939827919006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,1.0,0,0.2
reject,disclaim,1,0,0.23,Reject,DISCLAIM,Reject record hit penning single,8,2,,0.7624377012252808,0.6503326296806335,0.7434188723564148,0.584372878074646,0.6192512512207031,0.4957815706729889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,8,0.75,0,0.09090909090909091
template,stencil,1,0,0.265,template,STENCIL,Silent about working on the template,1,2,,0.735101044178009,0.7351004481315613,0.735101044178009,0.6000654697418213,0.506701648235321,0.6390833854675293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0,7,0.875,0,0.3
bore,conveyed,1,0,0.39,Bore,CONVEYED,Bore detective with case of conservative member’s complaint?,19,7,,0.6976827383041382,0.5156792998313904,0.5445603132247925,0.577436089515686,0.5054442286491394,0.4970352053642273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.5,0,0.2222222222222222
flower,erica,1,0,0.12,Flower,ERICA,Flower one caught in important date,4,1,,0.8614388108253479,0.8781086802482605,0.8383736610412598,0.686339259147644,0.6863391399383545,0.6863391399383545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,6,0.8333333333333334,0,0.2222222222222222
building_material,limestone,1,0,0.295,building material,LIMESTONE,Lose time moving having to carry new building material,1,1,,0.6991219520568848,0.6991219520568848,0.6991219520568848,0.5722185969352722,0.5722185969352722,0.5722185373306274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,14,0.5294117647058824,0,0.4
position,niche,1,0,0.31,position,NICHE,Hospital situated in lovely position,18,4,,0.7847473621368408,0.7666835188865662,0.6981247067451477,0.6287321448326111,0.4952523112297058,0.5092000365257263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.625,0,0.2222222222222222
harsh,hoarse,1,0,0.125,Harsh,HOARSE,Harsh play on the radio,6,1,,0.8324198722839355,0.6041176319122314,0.7064067125320435,0.5888650417327881,0.5888650417327881,0.5888650417327881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,2,0.8333333333333334,1,0.6666666666666666
bully,lean_on,1,0,0.415,bully,LEAN ON,Singer wanting peace – one of his names is a “bully”,5,1,,0.5128425359725952,0.4691477119922638,0.3972952961921692,0.3502030372619629,0.35020309686660767,0.3502030372619629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,7,0.7142857142857143,0,0.1111111111111111
business,industrial,1,0,0.255,Business,INDUSTRIAL,Business proceedings under Asian runner,9,4,,0.8259404897689819,0.6676708459854126,0.4660446047782898,0.5953149795532227,0.680356502532959,0.5429477691650391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,8,0.8,0,0.36363636363636365
flower,iris,1,0,0.345,Flower,IRIS,Flower I get out of bed shortly,4,3,,0.7155410051345825,0.6839566230773926,0.7523850202560425,0.5704445838928223,0.61578768491745,0.4899405837059021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,6,0.6666666666666666,0,0.125
snake,rattler,1,0,0.355,snake,RATTLER,Rodent exterminator catching large snake,8,2,,0.8759281635284424,0.8475193977355957,0.6486737728118896,0.5858005881309509,0.6316050887107849,0.4274197220802307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,6,0.7142857142857143,0,0.25
uncaring,nonchalant,1,0,0.365,Uncaring,NONCHALANT,Uncaring prince engaged in pious platitudes after French denial,2,1,,0.7836329936981201,0.7372530698776245,0.7235846519470215,0.6369689702987671,0.6369693279266357,0.6369693279266357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.8,0,0.2727272727272727
shot,ricochet,1,0,0.295,shot,RICOCHET,"Paradoxically, one caught in the firing line with right to left shot?",38,2,,0.8689414262771606,0.8526267409324646,0.5269978046417236,0.5888029932975769,0.5692539215087891,0.528185248374939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,6,0.5,0,0.375
images,simulacra,1,0,0.5,Images,SIMULACRA,Images created by artist at the end of new musical,11,2,,0.8229992389678955,0.5925917625427246,0.5233302712440491,0.6701582670211792,0.570172131061554,0.696583092212677,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,6,0.6666666666666666,0,0.4
covered,secreted,1,0,0.465,Covered,SECRETED,Covered second edition about island,27,2,,0.6516649723052979,0.5321696400642395,0.4395202398300171,0.5849748849868774,0.44691893458366394,0.5299258232116699,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.875,0,0.5
cover,bedspread,1,0,0.485,cover,BEDSPREAD,Graduate teacher with extended cover,36,1,,0.4463531970977783,0.5577002763748169,0.13460244238376617,0.39284569025039673,0.39284569025039673,0.39284569025039673,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,8,0.5555555555555556,0,0.2
animal,llama,1,0,0.38,animal,LLAMA,Everyone put up with mother’s animal,2,1,,0.4293559491634369,0.3037731349468231,0.5111038684844971,0.31367164850234985,0.31367164850234985,0.31367167830467224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,4,0.8333333333333334,0,0.6
rampant,riotous,1,0,0.375,Rampant,RIOTOUS,Rampant suitor upset catching zip,3,3,,0.8406682014465332,0.8297568559646606,0.7230184078216553,0.8329222202301025,0.7755400538444519,0.8007774353027344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,1.0,1,0.2
waffle,rhubarb,1,0,0.155,Waffle,RHUBARB,"Waffle, sweetened food",2,2,,0.803621768951416,0.6780325174331665,0.7179241180419922,0.6858599185943604,0.7362937927246094,0.5796130299568176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,7,0.8571428571428571,0,0.1111111111111111
dirty_old_man,satyr,1,0,0.25,dirty old man,SATYR,Modelled your extremities for dirty old man,1,2,,0.7849223613739014,0.7849223613739014,0.7849223613739014,0.7242310643196106,0.7475409507751465,0.5809937715530396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,11,0.38461538461538464,0,0.3333333333333333
adhesive,sticker,1,0,0.15,Adhesive,STICKER,Adhesive label with small heart,2,4,,0.8507042527198792,0.8106101155281067,0.7986933588981628,0.6625087261199951,0.6061395406723022,0.5382416248321533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,8,0.875,0,0.2727272727272727
performer,artist,1,0,0.205,performer,ARTIST,Section of part is tough for performer,1,1,,0.8365281224250793,0.8365278244018555,0.8365281224250793,0.6628280878067017,0.6628280878067017,0.6628279089927673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,8,0.6666666666666666,0,0.1
keyboard_instrument,reed_organ,1,0,0.38,keyboard instrument,REED ORGAN,Arrangement of 18 24 for keyboard instrument,1,1,,0.8604333400726318,0.8604333400726318,0.8604333400726318,0.7153893113136292,0.7153894901275635,0.7153894305229187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,14,0.5263157894736842,0,0.4375
get_going,vitalise,1,0,0.225,Get going,VITALISE,"It’s alive, moving! Get going!",2,2,,0.5563291311264038,0.624606728553772,0.44444993138313293,0.48716652393341064,0.4952544569969177,0.4278554320335388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,7,0.8888888888888888,0,0.2727272727272727
unusual,abnormal,1,0,0.255,Unusual,ABNORMAL,Unusual to house Norma in a renovated lab,3,3,,0.8341674208641052,0.7573269605636597,0.7310024499893188,0.6439032554626465,0.5534332990646362,0.6850006580352783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.875,0,0.3333333333333333
spray,sprig,1,0,0.21,Spray,SPRIG,Spray bound to release nitrogen,9,2,,0.8271343111991882,0.8949481844902039,0.38685983419418335,0.6251411437988281,0.5045493245124817,0.665326714515686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,2,1.0,1,0.42857142857142855
unapproachable,offish,1,0,0.42,Unapproachable,OFFISH,Unapproachable Piscean?,2,1,,0.7165160179138184,0.7978966236114502,0.5027773380279541,0.728073239326477,0.728073239326477,0.7280735373497009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,13,0.42857142857142855,0,0.14285714285714285
disappointment,setback,1,0,0.245,Disappointment,SETBACK,Disappointment of some tennis support,2,1,,0.7850822806358337,0.6381816864013672,0.7564820647239685,0.6274645924568176,0.6274645924568176,0.6274646520614624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,12,0.5,0,0.3076923076923077
hang_on,last_out,1,0,0.335,Hang on,LAST OUT,Hang on for US city’s rogue trader,3,1,,0.7145326733589172,0.5600185394287109,0.6833293437957764,0.6144133806228638,0.6144133806228638,0.6144133806228638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,5,0.875,0,0.3
help,favour,1,0,0.35,help,FAVOUR,Go for help,11,9,,0.6288378238677979,0.7118799686431885,0.30170300602912903,0.5392889976501465,0.3857685625553131,0.41555866599082947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,6,0.6666666666666666,0,0.0
animal,opossum,1,0,0.28,animal,OPOSSUM,Surgery has problem restraining very big animal,2,2,,0.8195610642433167,0.8526098728179932,0.6897454261779785,0.6199462413787842,0.5890456438064575,0.6296284198760986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,7,0.8571428571428571,0,0.1111111111111111
recorder,cassette,1,0,0.465,Recorder,CASSETTE,Recorder mishandled test case,4,1,,0.7783795595169067,0.5314394235610962,0.5244021415710449,0.47938284277915955,0.4793827533721924,0.4793827533721924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,8,1.0,0,0.25
assurance,aplomb,1,0,0.45,assurance,APLOMB,A quiet look to the doctor for assurance,4,1,,0.826521098613739,0.7200525999069214,0.4999040365219116,0.5374904274940491,0.5374904274940491,0.5374904274940491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,8,0.6666666666666666,1,0.08333333333333333
move,resettle,1,0,0.465,Move,RESETTLE,Move disturbing letters by European,21,1,,0.43198955059051514,0.6493400931358337,0.28914928436279297,0.16375786066055298,0.16375786066055298,0.16375762224197388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,7,0.5,0,0.125
unfamiliar,uncharted,1,0,0.35,unfamiliar,UNCHARTED,Turned out to consume tea that’s unfamiliar,1,1,,0.8572341203689575,0.8572341203689575,0.8572342395782471,0.6098083853721619,0.6098083853721619,0.6098083853721619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,8,0.9,1,0.3076923076923077
beer,stout,1,0,0.46,beer,STOUT,Good man determined to find beer,1,5,,0.3978455662727356,0.3978455662727356,0.3978455662727356,0.5533181428909302,0.403778076171875,0.49085745215415955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.8,0,0.0
sack,cashier,1,0,0.34,Sack,CASHIER,Sack accountant heirs corrupted,13,4,,0.5524068474769592,0.4068676233291626,0.2620638310909271,0.5236738324165344,0.4724733233451843,0.556068480014801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,6,0.5714285714285714,0,0.375
offspring,descendants,1,0,0.44,Offspring,DESCENDANTS,Offspring drawn regularly into paths leading downwards,3,2,,0.7954025864601135,0.5562474727630615,0.8253780603408813,0.5608915090560913,0.5126050710678101,0.5762107372283936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,10,0.8181818181818182,0,0.15384615384615385
enthralled,spellbound,1,0,0.435,enthralled,SPELLBOUND,Session certain to make one enthralled,3,4,,0.6819486021995544,0.6694580912590027,0.6809186935424805,0.4457031190395355,0.48243045806884766,0.4403984248638153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,9,1.0,0,0.3076923076923077
measure,pole,1,0,0.485,measure,POLE,Extreme European measure,13,13,,0.6685127019882202,0.6761906147003174,0.3201095461845398,0.3991127014160156,0.29333263635635376,0.21628516912460327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,6,0.5714285714285714,0,0.1111111111111111
enormous,colossal,1,0,0.23,Enormous,COLOSSAL,Enormous deficiency in fossil fuel,1,1,,0.6928616762161255,0.6928616762161255,0.6928616762161255,0.7255263924598694,0.7255265116691589,0.7255263924598694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,1.0,0,0.2
wear,abrade,1,0,0.475,Wear,ABRADE,"Wear a support, dismantle both sides",12,2,,0.8137285709381104,0.23632314801216125,0.8457368612289429,0.4668034315109253,0.47436243295669556,0.40078970789909363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,5,0.6666666666666666,0,0.5
mad,gaga,1,0,0.455,mad,GAGA,Joke gets one mad,4,2,,0.7605755925178528,0.8779109716415405,0.460516095161438,0.48893484473228455,0.5016469955444336,0.3786036968231201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,3,0.75,0,0.25
day_off,sabbath,1,0,0.1,day off,SABBATH,Tenor joins singing group during quiet day off,1,1,,0.8065707683563232,0.8065707683563232,0.8065707683563232,0.7937979102134705,0.7937976121902466,0.7937976121902466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,6,1.0,0,0.1
win,conquer,1,0,0.305,Win,CONQUER,Win a couple of these in sound game,6,3,,0.8907904624938965,0.35800325870513916,0.7841532826423645,0.6594773530960083,0.646878719329834,0.6108853816986084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,6,0.42857142857142855,0,0.1111111111111111
creature,seal,1,0,0.285,Creature,SEAL,"Creature / that’s formed in wax, say",3,15,,0.7973703145980835,0.8301370143890381,0.5803712606430054,0.6019060015678406,0.33799105882644653,0.5253905057907104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,6,0.5,0,0.25
bird,cormorant,1,0,0.23,bird,CORMORANT,Funny cartoon about oddly rum bird,6,1,,0.9016739726066589,0.9071921110153198,0.8344575762748718,0.6366829872131348,0.6366832256317139,0.6366832256317139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,8,0.4444444444444444,0,0.1
dimwit,fathead,1,0,0.41,dimwit,FATHEAD,Deficient padre given notice — dimwit!,1,1,,0.5478693842887878,0.5478693842887878,0.5478693842887878,0.41181641817092896,0.41181641817092896,0.41181641817092896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,7,0.8571428571428571,0,0.2222222222222222
occasional,sporadic,1,0,0.135,Occasional,SPORADIC,Occasional police operations set up with armed soldiers involved,4,1,,0.8448460698127747,0.7133411765098572,0.749118447303772,0.75478196144104,0.75478196144104,0.75478196144104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,9,0.8,0,0.5
long,lengthy,1,0,0.475,Long,LENGTHY,Long process gently nursing husband,12,1,,0.7264505624771118,0.785659909248352,0.581792950630188,0.7707138657569885,0.7707138657569885,0.7707138657569885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,4,0.5714285714285714,1,0.375
friend,playmate,1,0,0.4,Friend,PLAYMATE,"Friend managed team, putting fun first",5,1,,0.7729834318161011,0.6474700570106506,0.7114844918251038,0.6911451816558838,0.6911451816558838,0.6911451816558838,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,8,0.75,0,0.08333333333333333
poorest,least,1,0,0.335,Poorest,LEAST,Poorest laptop allocated to contract partner,6,3,,0.7200564742088318,0.6911220550537109,0.27738648653030396,0.6767081618309021,0.5907753705978394,0.6460796594619751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.7142857142857143,0,0.375
sweep,lottery,1,0,0.175,Sweep,LOTTERY,Sweep employed by Charlotte Ryan,15,2,,0.5231298208236694,0.32759779691696167,0.3259221017360687,0.40120482444763184,0.36531880497932434,0.39488470554351807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,6,0.7142857142857143,0,0.1111111111111111
fish,lemon_sole,1,0,0.28,fish,LEMON SOLE,Wasted Moselle on fish,6,6,,0.8305339217185974,0.7039676904678345,0.812647819519043,0.6301608085632324,0.6043855547904968,0.589704155921936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,9,0.4,0,0.1
bird,great_white_heron,1,0,0.475,Bird,GREAT WHITE HERON,"Bird, shark and horse that one must avoid",6,3,,0.8910282850265503,0.8873454332351685,0.8783804178237915,0.7398756146430969,0.7235888242721558,0.6841623187065125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,15,0.23529411764705882,0,0.15384615384615385
noblewomen,peeresses,1,0,0.375,noblewomen,PEERESSES,Looks closely around essentially lesser noblewomen,1,1,,0.8855938911437988,0.885593831539154,0.885593831539154,0.8067649602890015,0.8067649602890015,0.8067649602890015,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1,8,0.9,0,0.1
spy,ninja,1,0,0.17,Spy,NINJA,Spy kept in isolation in jail,6,2,,0.4164581298828125,0.3338114023208618,0.39686858654022217,0.40309983491897583,0.3770962655544281,0.41490671038627625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,5,0.6,0,0.0
innovative,original,1,0,0.5,Innovative,ORIGINAL,Innovative start on Article 50,2,6,,0.6252747774124146,0.5219769477844238,0.6231238842010498,0.5296527147293091,0.39041149616241455,0.5050164461135864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,9,0.8,0,0.4
van,transit,1,0,0.285,van,TRANSIT,Reverse van route,5,7,,0.8028882741928101,0.4305737018585205,0.8309849500656128,0.6470904350280762,0.6023130416870117,0.3485719561576843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,5,0.42857142857142855,0,0.2857142857142857
stars,aquila,1,0,0.235,Stars,AQUILA,Stars start to acknowledge drink from Acapulco bar note,11,3,,0.6413298845291138,0.5667299032211304,0.6749542355537415,0.6129933595657349,0.6629557013511658,0.4461744427680969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,6,0.8333333333333334,0,0.125
cold,inanimate,1,0,0.42,Cold,INANIMATE,"Cold unless aroused, I am not totally anti-men",16,3,,0.7502366900444031,0.347262978553772,0.7628775835037231,0.5836396217346191,0.49272432923316956,0.5662187337875366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,9,0.4444444444444444,0,0.0
sumptuous,lush,1,0,0.42,Sumptuous,LUSH,Sumptuous drunkard,1,4,,0.6707659959793091,0.67076575756073,0.6707659959793091,0.6685824394226074,0.6772291660308838,0.5080399513244629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,8,0.4444444444444444,0,0.25
energy,fire,1,0,0.43,energy,FIRE,Discharge  energy,7,18,,0.7723544836044312,0.9127157926559448,0.6964078545570374,0.4780701696872711,0.3344684839248657,0.3843860626220703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,5,0.6666666666666666,0,0.2857142857142857
choke,clam_up,1,0,0.415,Choke,CLAM UP,Choke when hit in competition,16,1,,0.6531717777252197,0.3860054016113281,0.48416250944137573,0.6362995505332947,0.6362996101379395,0.636299192905426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,6,0.7142857142857143,1,0.09090909090909091
unite,synthesise,1,0,0.08,Unite,SYNTHESISE,Unite disparate elements of argument framed by limits of sociology and nature,6,1,,0.7943751811981201,0.7109599113464355,0.713381826877594,0.6515004634857178,0.6515004634857178,0.6515004634857178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,7,0.5,0,0.5
enthusiastic,avid,1,0,0.49,Enthusiastic,AVID,Enthusiastic entertainer from South,1,2,,0.6734426021575928,0.6734424233436584,0.6734426617622375,0.7466714978218079,0.5486589670181274,0.7076117992401123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,10,0.3333333333333333,0,0.18181818181818182
