word,row,synset_name,phrase,self_ref
beehives,4480,beehive.n.01,<t>beehives</t>: any workplace where people are very busy,False
beekeeper,4481,beekeeper.n.01,<t>beekeeper</t>: a farmer who keeps bees for their honey,False
beep,4482,beep.n.01,<t>beep</t>: a short high tone produced as a signal or warning,False
beer,4483,beer.n.01,<t>beer</t>: a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops,False
beer_can,4484,beer_can.n.01,<t>beer can</t>: a can that holds beer,False
beer_halls,4485,beer_hall.n.01,<t>beer halls</t>: a hall or barroom featuring beer and (usually) entertainment,False
beer_maker,4486,brewer.n.01,<t>beer maker</t>: someone who brews beer or ale from malt and hops and water,False
beer_mug,4487,beer_mug.n.01,<t>beer mug</t>: a mug intended for serving beer,False
beerbohm,4488,beerbohm.n.01,<t>beerbohm</t>: English writer and caricaturist (1872-1956),False
beers,4489,beer.n.01,<t>beers</t>: a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops,False
beery,4490,beery.s.01,<t>beery</t>: smelling of beer,False
bees,4491,bee.n.01,<t>bees</t>: any of numerous hairy-bodied insects including social and solitary species,False
beeswax,4492,beeswax.n.01,<t>beeswax</t>: a yellow to brown wax secreted by honeybees to build honeycombs,False
beet,4493,beet.n.01,<t>beet</t>: biennial Eurasian plant usually having a swollen edible root; widely cultivated as a food crop,False
beet_sugar,4494,beet_sugar.n.01,<t>beet sugar</t>: sugar made from sugar beets,False
beethoven,4495,beethoven.n.01,<t>beethoven</t>: German composer of instrumental music (especially symphonic and chamber music); continued to compose after he lost his hearing (1770-1827),False
beetle,4496,beetle.n.01,<t>beetle</t>: insect having biting mouthparts and front wings modified to form horny covers overlying the membranous rear wings,False
beetle-browed,4497,beetle-browed.s.01,<t>beetle-browed</t>: sullen or unfriendly in appearance,False
beetles,4498,beetle.n.01,<t>beetles</t>: insect having biting mouthparts and front wings modified to form horny covers overlying the membranous rear wings,False
beetling,4499,overhang.v.02,<t>beetling</t>: be suspended over or hang over,False
beetroot,4500,beetroot.n.01,<t>beetroot</t>: beet having a massively swollen red root; widely grown for human consumption,False
beetroots,4501,beetroot.n.01,<t>beetroots</t>: beet having a massively swollen red root; widely grown for human consumption,False
befall,4502,befall.v.01,<t>befall</t>: become of; happen to,False
befallen,4503,befall.v.01,<t>befallen</t>: become of; happen to,False
befell,4504,befall.v.01,<t>befell</t>: become of; happen to,False
befit,4505,befit.v.01,<t>befit</t>: accord or comport with,False
befits,4506,befit.v.01,<t>befits</t>: accord or comport with,False
befitting,4507,befit.v.01,<t>befitting</t>: accord or comport with,False
befog,4508,obscure.v.01,<t>befog</t>: make less visible or unclear,False
befogged,4509,obscure.v.01,<t>befogged</t>: make less visible or unclear,False
before,4510,earlier.r.01,<t>before</t>: earlier in time; previously,False
before_long,4511,soon.r.01,<t>before long</t>: in the near future,False
beforehand,4512,advance.s.01,<t>beforehand</t>: being ahead of time or need,False
befouled,4513,foul.v.05,"<t>befouled</t>: spot, stain, or pollute",False
befriend,4514,befriend.v.01,<t>befriend</t>: become friends with,False
befriending,4515,befriend.v.01,<t>befriending</t>: become friends with,False
befriends,4516,befriend.v.01,<t>befriends</t>: become friends with,False
befuddle,4517,confuse.v.02,<t>befuddle</t>: be confusing or perplexing to; cause to be unable to think clearly,False
befuddled,4518,confuse.v.02,<t>befuddled</t>: be confusing or perplexing to; cause to be unable to think clearly,False
beg,4519,beg.v.01,<t>beg</t>: call upon in supplication; entreat,False
began,4520,get_down.v.07,<t>began</t>: take the first step or steps in carrying out an action,False
begat,4521,beget.v.01,<t>begat</t>: make children,False
beget,4522,beget.v.01,<t>beget</t>: make children,False
begets,4523,beget.v.01,<t>begets</t>: make children,False
begetter,4524,father.n.01,<t>begetter</t>: a male parent (also used as a term of address to your father),False
beggar,4525,beggar.n.01,<t>beggar</t>: a pauper who lives by begging,False
beggarly,4526,beggarly.s.01,<t>beggarly</t>: marked by poverty befitting a beggar,False
beggars,4527,beggar.n.01,<t>beggars</t>: a pauper who lives by begging,False
begged,4528,beg.v.01,<t>begged</t>: call upon in supplication; entreat,False
begging,4529,beggary.n.01,<t>begging</t>: a solicitation for money or food (especially in the street by an apparently penniless person),False
begin,4530,begin.n.01,<t>begin</t>: Israeli statesman (born in Russia) who (as prime minister of Israel) negotiated a peace treaty with Anwar Sadat (then the president of Egypt) (1913-1992),False
beginner,4531,novice.n.02,<t>beginner</t>: someone new to a field or activity,False
beginners,4532,novice.n.02,<t>beginners</t>: someone new to a field or activity,False
beginning,4533,beginning.n.01,<t>beginning</t>: the event consisting of the start of something,False
beginnings,4534,beginning.n.01,<t>beginnings</t>: the event consisting of the start of something,False
begins,4535,begin.n.01,<t>begins</t>: Israeli statesman (born in Russia) who (as prime minister of Israel) negotiated a peace treaty with Anwar Sadat (then the president of Egypt) (1913-1992),False
begonia,4536,begonia.n.01,<t>begonia</t>: any of numerous plants of the genus Begonia grown for their attractive glossy asymmetrical leaves and colorful flowers in usually terminal cymes or racemes,True
begonias,4537,begonia.n.01,<t>begonias</t>: any of numerous plants of the genus Begonia grown for their attractive glossy asymmetrical leaves and colorful flowers in usually terminal cymes or racemes,False
begotten,4538,beget.v.01,<t>begotten</t>: make children,False
begrimed,4539,dirty.v.01,"<t>begrimed</t>: make soiled, filthy, or dirty",False
begrimes,4540,dirty.v.01,"<t>begrimes</t>: make soiled, filthy, or dirty",False
begrudge,4541,envy.v.02,<t>begrudge</t>: be envious of; set one's heart on,False
begrudged,4542,envy.v.02,<t>begrudged</t>: be envious of; set one's heart on,False
begrudges,4543,envy.v.02,<t>begrudges</t>: be envious of; set one's heart on,False
begrudging,4544,envy.v.02,<t>begrudging</t>: be envious of; set one's heart on,False
begs,4545,beg.v.01,<t>begs</t>: call upon in supplication; entreat,False
beguile,4546,juggle.v.01,<t>beguile</t>: influence by slyness,False
beguiled,4547,juggle.v.01,<t>beguiled</t>: influence by slyness,False
beguiles,4548,juggle.v.01,<t>beguiles</t>: influence by slyness,False
beguine,4549,beguine.n.01,<t>beguine</t>: (Roman Catholic Church) a member of a lay sisterhood (one of several founded in the Netherlands in the 12th and 13th centuries); though not taking religious vows the sisters followed an austere life,False
begum,4550,begum.n.01,<t>begum</t>: a Muslim woman of high rank in India or Pakistan,False
begun,4551,get_down.v.07,<t>begun</t>: take the first step or steps in carrying out an action,False
behalf,4552,behalf.n.01,<t>behalf</t>: as the agent of or on someone's part (usually expressed as  rather than ),False
behave,4553,act.v.02,<t>behave</t>: behave in a certain manner; show a certain behavior; conduct or comport oneself,True
behaved,4554,act.v.02,<t>behaved</t>: behave in a certain manner; show a certain behavior; conduct or comport oneself,False
behaves,4555,act.v.02,<t>behaves</t>: behave in a certain manner; show a certain behavior; conduct or comport oneself,False
behaving,4556,act.v.02,<t>behaving</t>: behave in a certain manner; show a certain behavior; conduct or comport oneself,False
behaviour,4557,behavior.n.02,<t>behaviour</t>: the action or reaction of something (as a machine or substance) under specified circumstances,False
behead,4558,decapitate.v.01,<t>behead</t>: cut the head of,False
beheaded,4559,decapitate.v.01,<t>beheaded</t>: cut the head of,False
beheading,4560,decapitation.n.01,<t>beheading</t>: execution by cutting off the victim's head,False
beheld,4561,behold.v.01,<t>beheld</t>: see with attention,False
behemoth,4562,giant.n.05,<t>behemoth</t>: someone or something that is abnormally large and powerful,False
behest,4563,behest.n.01,<t>behest</t>: an authoritative command or request,False
behind,4564,buttocks.n.01,<t>behind</t>: the fleshy part of the human body that you sit on,False
behindhand,4565,behindhand.s.01,<t>behindhand</t>: behind schedule,False
behold,4566,behold.v.01,<t>behold</t>: see with attention,False
beholden,4567,behold.v.01,<t>beholden</t>: see with attention,False
beholder,4568,perceiver.n.01,<t>beholder</t>: a person who becomes aware (of things or events) through the senses,False
beholders,4569,perceiver.n.01,<t>beholders</t>: a person who becomes aware (of things or events) through the senses,False
beholding,4570,visual_perception.n.01,<t>beholding</t>: perception by means of the eyes,False
beige,4571,beige.n.01,<t>beige</t>: a very light brown,False
beijing,4572,beijing.n.01,<t>beijing</t>: capital of the People's Republic of China in the Hebei province in northeastern China; 2nd largest Chinese city,False
being,4573,being.n.01,<t>being</t>: the state or fact of existing,False
beings,4574,being.n.01,<t>beings</t>: the state or fact of existing,False
beirut,4575,bayrut.n.01,<t>beirut</t>: capital and largest city of Lebanon; located in western Lebanon on the Mediterranean,False
bejewel,4576,bejewel.v.01,<t>bejewel</t>: adorn or decorate with precious stones,False
bel,4577,bel.n.01,<t>bel</t>: a logarithmic unit of sound intensity equal to 10 decibels,False
bel_esprit,4578,bel_esprit.n.01,<t>bel esprit</t>: a witty or clever person with a fine mind,False
bela_bartok,4579,bartok.n.01,<t>bela bartok</t>: Hungarian composer and pianist who collected Hungarian folk music; in 1940 he moved to the United States (1881-1945),False
belabour,4580,belabor.v.01,<t>belabour</t>: to work at or to absurd length,False
belarus,4581,belarus.n.01,<t>belarus</t>: a landlocked republic in eastern Europe; formerly a European soviet,False
belated,4582,belated.s.01,<t>belated</t>: after the expected or usual time; delayed,False
belatedly,4583,late.r.01,<t>belatedly</t>: later than usual or than expected,False
belay,4584,belay.n.01,<t>belay</t>: something to which a mountain climber's rope can be secured,False
belayed,4585,belay.v.01,<t>belayed</t>: turn a rope round an object or person in order to secure it or him,False
belch,4586,belch.n.01,<t>belch</t>: a reflex that expels gas noisily from the stomach through the mouth,False
beldam,4587,hag.n.01,<t>beldam</t>: an ugly evil-looking old woman,False
beldames,4588,hag.n.01,<t>beldames</t>: an ugly evil-looking old woman,False
beleaguer,4589,tease.v.01,<t>beleaguer</t>: annoy persistently,False
beleaguered,4590,tease.v.01,<t>beleaguered</t>: annoy persistently,False
belfast,4591,belfast.n.01,<t>belfast</t>: capital and largest city of Northern Ireland; the center of Protestantism in Northern Ireland,False
belfry,4592,campanile.n.01,<t>belfry</t>: a bell tower; usually stands alone unattached to a building,False
belgian,4593,belgian.n.01,<t>belgian</t>: a native or inhabitant of Belgium,False
belgium,4594,belgium.n.01,<t>belgium</t>: a monarchy in northwestern Europe; headquarters for the European Union and for the North Atlantic Treaty Organization,False
belgrade,4595,belgrade.n.01,<t>belgrade</t>: capital and largest city of Serbia and Montenegro; situated on the Danube,False
belie,4596,contradict.v.01,<t>belie</t>: be in contradiction with,False
belied,4597,contradict.v.01,<t>belied</t>: be in contradiction with,False
belief,4598,belief.n.01,<t>belief</t>: any cognitive content held as true,False
beliefs,4599,belief.n.01,<t>beliefs</t>: any cognitive content held as true,False
belies,4600,contradict.v.01,<t>belies</t>: be in contradiction with,False
believe,4601,believe.v.01,<t>believe</t>: accept as true; take to be true,False
believe_in,4602,believe_in.v.01,<t>believe in</t>: have a firm conviction as to the goodness of something,False
believed,4603,believe.v.01,<t>believed</t>: accept as true; take to be true,False
believer,4604,believer.n.01,<t>believer</t>: a supporter who accepts something as true,False
believers,4605,believer.n.01,<t>believers</t>: a supporter who accepts something as true,False
believes,4606,belief.n.01,<t>believes</t>: any cognitive content held as true,False
believing,4607,believing.n.01,<t>believing</t>: the cognitive process that leads to convictions,False
belittle,4608,minimize.v.03,<t>belittle</t>: cause to seem less serious; play down,False
belittled,4609,minimize.v.03,<t>belittled</t>: cause to seem less serious; play down,False
belittles,4610,minimize.v.03,<t>belittles</t>: cause to seem less serious; play down,False
belittling,4611,denigration.n.01,<t>belittling</t>: a belittling comment,True
belize,4612,belize.n.01,<t>belize</t>: a country on the northeastern coast of Central America on the Caribbean; formerly under British control,False
bell,4613,bell.n.01,<t>bell</t>: a hollow device made of metal that makes a ringing sound when struck,False
bell-bottoms,4614,bellbottom_trousers.n.01,<t>bell-bottoms</t>: trousers with legs that flare; worn by sailors; absurdly wide hems were fashionable in the 1960s,False
bell_tower,4615,bell_tower.n.01,<t>bell tower</t>: a tower that supports or shelters a bell,False
belladonna,4616,belladonna.n.01,<t>belladonna</t>: perennial Eurasian herb with reddish bell-shaped flowers and shining black berries; extensively grown in United States; roots and leaves yield atropine,False
bellboy,4617,bellboy.n.01,<t>bellboy</t>: someone employed as an errand boy and luggage carrier around hotels,False
belle,4618,belle.n.01,<t>belle</t>: a young woman who is the most charming and beautiful of several rivals,False
belles,4619,belle.n.01,<t>belles</t>: a young woman who is the most charming and beautiful of several rivals,False
