clue_id,definition,answer_wn,distractor_wn,anchor,positive,negative
159564,instrument,clarinet,handsaw,Perhaps let in car carrying <t>instrument</t>,<t>clarinet</t>: a single-reed instrument with a straight tube,<t>handsaw</t>: a saw used with one hand for cutting wood
159567,piece,fragment,denim,Farm gent made up <t>piece</t>,<t>fragment</t>: a piece broken off or cut off of something else,<t>denim</t>: (usually plural) close-fitting trousers of heavy denim for manual work or casual wear
159577,artistic movement,classicism,classes,Timeless style is first model for this <t>artistic movement</t>,<t>classicism</t>: a movement in literature and art during the 17th and 18th centuries in Europe that favored rationality and restraint and strict forms,<t>classes</t>: a collection of things sharing a common attribute
159581,Shooting,gunfight,boxing,<t>Shooting</t> at the OK Corral?,<t>gunfight</t>: a fight involving shooting small arms with the intent to kill or frighten,<t>boxing</t>: fighting with the fists
159589,god,odin,immortal,Sculptor’s earliest cast of <t>god</t>,<t>odin</t>: (Norse mythology) ruler of the Aesir; supreme god of war and poetry and knowledge and wisdom (for which he gave an eye) and husband of Frigg; identified with the Teutonic Wotan,<t>immortal</t>: a person (such as an author) of enduring fame
159591,Give out,emanate,relayed,<t>Give out</t> advance payment to cover article on space,"<t>emanate</t>: proceed or issue forth, as from a source",<t>relayed</t>: pass along
159593,smear,bedaub,blots,Happen to have unpleasant turn over unionist’s <t>smear</t>,<t>bedaub</t>: spread or daub (a surface),<t>blots</t>: a blemish made by dirt
159597,Unusually,extra,naturally,<t>Unusually</t> without cunning in retrospect,<t>extra</t>: a minor actor in crowd scenes,<t>naturally</t>: as might be expected
159603,Ogle,leer,licking,<t>Ogle</t> poet in recital,<t>leer</t>: a facial expression of contempt or scorn; the upper lip curls,<t>licking</t>: an unsuccessful ending to a struggle or contest
159606,duck,avoid,buntings,Love feeding greedy <t>duck</t>,<t>avoid</t>: stay clear from; keep away from; keep out of the way of someone or something,"<t>buntings</t>: a loosely woven fabric used for flags, etc."
159612,Bush,bramble,congo,<t>Bush</t> and Blair at the outset lack organisation,<t>bramble</t>: any of various rough thorny shrubs or vines,<t>congo</t>: a republic in central Africa; achieved independence from Belgium in 1960
159613,shed,lean-to,seared,Essential to dismantle Antonio’s <t>shed</t>,<t>lean-to</t>: rough shelter whose roof has only one slope,<t>seared</t>: make very hot and dry
159619,handout,pamphlet,deliveries,A politician in public house allowed to give <t>handout</t>,<t>pamphlet</t>: a small book usually having a paper cover,<t>deliveries</t>: the act of delivering or distributing something (as goods or mail)
159625,cross,traverse,crisscross,Heartless article about party animals makes one <t>cross</t>,<t>traverse</t>: a horizontal beam that extends across something,<t>crisscross</t>: a marking that consists of lines that cross each other
159638,Supernatural being,elf,shades_of,<t>Supernatural being</t> appearing in Angel Falls,<t>elf</t>: (folklore) fairies that are somewhat mischievous,<t>shades of</t>: something that reminds you of someone or something
159641,Surrey,carriage,penn,<t>Surrey</t> air?,<t>carriage</t>: a railcar where passengers ride,<t>penn</t>: Englishman and Quaker who founded the colony of Pennsylvania (1644-1718)
159677,Cordiality,warmth,tenacity,<t>Cordiality</t> month after conflict no longer on,<t>warmth</t>: the sensation caused by heat energy,<t>tenacity</t>: persistent determination
159687,strife,disunity,mirth,Is untidy sadly leading to <t>strife</t>,<t>disunity</t>: lack of unity (usually resulting from dissension),<t>mirth</t>: great merriment
159733,bubbly,cock-a-hoop,tumid,"Hack off foremost of oenophiles, tucking into supermarket <t>bubbly</t>",<t>cock-a-hoop</t>: exhibiting self-importance,<t>tumid</t>: ostentatiously lofty in style
159738,sweet,sherbet,odoriferous,What I do to keep Angelica or Rosemary <t>sweet</t>,"<t>sherbet</t>: a frozen dessert made primarily of fruit juice and sugar, but also containing milk or egg-white or gelatin",<t>odoriferous</t>: morally offensive
159743,van,spearhead,pirogue,Fruit man loaded into blue <t>van</t>,<t>spearhead</t>: someone who leads or initiates an activity (attack or campaign etc.),<t>pirogue</t>: a canoe made by hollowing out and shaping a large log
159748,bum,cadge,gores,"Person who’s no good for one, flipping <t>bum</t>",<t>cadge</t>: ask for and get free; be a parasite,<t>gores</t>: Vice President of the United States under Bill Clinton (born in 1948)
159757,candid,sincere,faint,It’s as touching to be <t>candid</t>,<t>sincere</t>: open and genuine; not deceitful,<t>faint</t>: a spontaneous loss of consciousness caused by insufficient blood to the brain
159762,Trained,aimed,invigilate,"<t>Trained</t> ace, this writer’s one who manages the paper?","<t>aimed</t>: point or cause to go (blows, weapons, or objects such as photographic equipment) towards","<t>invigilate</t>: watch over (students taking an exam, to prevent cheating)"
159777,Bird,partridge,chaffinches,<t>Bird</t> in region going over top of hill?,<t>partridge</t>: flesh of either quail or grouse,<t>chaffinches</t>: small European finch with a cheerful song
159779,Bouncy,resilient,unsmooth,"<t>Bouncy</t> son, one to be found stuck in opening","<t>resilient</t>: recovering readily from adversity, depression, or the like",<t>unsmooth</t>: having or caused by an irregular surface
159783,to a T,precisely,pretty_much,Sum up place with a cathedral <t>to a T</t>,<t>precisely</t>: indicating exactness or preciseness,<t>pretty much</t>: to some degree
159787,Emperor,trajan,stallions,<t>Emperor</t> or Indian ruler invading borders of terrain,<t>trajan</t>: Roman Emperor and adoptive son of Nerva; extended the Roman Empire to the east and conducted an extensive program of building (53-117),<t>stallions</t>: uncastrated adult male horse
159792,Man,piece,women,<t>Man</t> in fleece I pass for a retriever?,<t>piece</t>: a separate part of a whole,<t>women</t>: an adult female person (as opposed to a man)
159818,study,lucubrate,reading,Left University to get lowest pay in journalism? That’ll make you <t>study</t>,"<t>lucubrate</t>: add details, as to an account or idea; clarify the meaning of and discourse in a learned way, usually in writing",<t>reading</t>: the cognitive process of understanding a written linguistic message
159825,Wee,tinkle,mews,<t>Wee</t> point about Asian city,<t>tinkle</t>: a light clear metallic sound as of a small bell,<t>mews</t>: street lined with buildings that were originally private stables but have been remodeled as dwellings
159833,aide,assistant,sublieutenants,Fool is beginning to taunt soldier and <t>aide</t>,<t>assistant</t>: a person who contributes to the fulfillment of a need or furtherance of an effort or purpose,<t>sublieutenants</t>: an officer ranking next below a lieutenant
159833,Fool,assistant,clown,<t>Fool</t> is beginning to taunt soldier and aide,<t>assistant</t>: a person who contributes to the fulfillment of a need or furtherance of an effort or purpose,<t>clown</t>: a rude or vulgar fool
159836,farm animal,longhorn,carpenter_ant,Record brass player being interrupted by new <t>farm animal</t>,<t>longhorn</t>: long-horned beef cattle formerly common in southwestern United States,<t>carpenter ant</t>: ant that nests in decaying wood in which it bores tunnels for depositing eggs
159838,Profit,boot,overage,"<t>Profit</t>: billion, and rising as well",<t>boot</t>: footwear that covers the whole foot and lower leg,<t>overage</t>: a surplus or excess of money or merchandise that is actually on hand and that exceeds expectations
159840,finish,end_up,termination,Almost put on power for <t>finish</t>,<t>end up</t>: finally be or do something,<t>termination</t>: a coming to an end of a contract period
159844,Traveller,wayfarer,shopper,<t>Traveller</t> in cavalry finally to succeed in fighting,<t>wayfarer</t>: a pedestrian who walks from place to place,<t>shopper</t>: someone who visits stores in search of articles to buy
159866,Tried,attempted,pry,<t>Tried</t> to find a time to risk provoking newspaper boss,<t>attempted</t>: make an effort or attempt,<t>pry</t>: a heavy iron lever with one end forged into a wedge
159868,Old,worm-eaten,ago,<t>Old</t> team owner ruined,<t>worm-eaten</t>: infested with or damaged (as if eaten) by worms,<t>ago</t>: gone by; or in the past
159884,insect,firefly,drosophila,"Tree, see, housing loud <t>insect</t>",<t>firefly</t>: tropical American click beetle having bright luminous spots,<t>drosophila</t>: small fruit fly used by Thomas Hunt Morgan in studying basic mechanisms of inheritance
159896,Drink,claret,drink,"<t>Drink</t> distilled from treacle, mostly",<t>claret</t>: a dark purplish-red color,<t>drink</t>: a single serving of a beverage
159898,knotty,nodular,palest,"Not quite all round, gnarled and <t>knotty</t>",<t>nodular</t>: relating to or characterized by or having nodules,<t>palest</t>: very light colored; highly diluted with white
159899,opened,unlatched,opened,Cut handle off and <t>opened</t>,<t>unlatched</t>: not firmly fastened or secured,<t>opened</t>: cause to open or to become open
159907,tornado,twister,turnstone,Dubious character of <t>tornado</t>,<t>twister</t>: a localized and violently destructive windstorm occurring over land characterized by a funnel-shaped cloud extending toward the ground,<t>turnstone</t>: migratory shorebirds of the plover family that turn over stones in searching for food
159916,Debate,hash_out,researching,<t>Debate</t> is hard one to call,<t>hash out</t>: speak with others about (something); talk (something) over in detail; have a discussion,<t>researching</t>: attempt to find out in a systematically and scientific manner
159920,King,priam,prince,<t>King</t> pair (Vlad’s),<t>priam</t>: (Greek mythology) the last king of Troy; father of Hector and Paris and Cassandra,<t>prince</t>: a male member of a royal family other than the sovereign (especially the son of a sovereign)
159932,Allowing,entitling,allowing,<t>Allowing</t> 10 out one time to fish,<t>entitling</t>: give the right to,<t>allowing</t>: make it possible through a specific action or lack of action for something to happen
159940,forester,ranger,fisherman,Summoned royal <t>forester</t>,<t>ranger</t>: a member of the Texas state highway patrol; formerly a mounted lawman who maintained order on the frontier,<t>fisherman</t>: someone whose occupation is catching fish
159949,Support,underlie,advantages,<t>Support</t> collapsing rule in East Germany,<t>underlie</t>: be or form the base for,<t>advantages</t>: the quality of having a superior or more favorable position
159954,Surrender,cede,blandishment,<t>Surrender</t> as top player declared,<t>cede</t>: give over; surrender or relinquish to the physical control of another,<t>blandishment</t>: flattery intended to persuade
159959,youth,cabin_boy,young_man,Sailor favoured barrel in company of <t>youth</t>,<t>cabin boy</t>: a young man acting as a servant on a ship,<t>young man</t>: a teenager or a young adult male
159962,Ditch,ha-ha,lam,<t>Ditch</t> Norwegian band after number two in chart,<t>ha-ha</t>: a loud laugh that sounds like a horse neighing,<t>lam</t>: a rapid escape (as by criminals)
159972,Scores,marks,casts,<t>Scores</t> brothers heard in Casablanca after dark,<t>marks</t>: English businessman who created a retail chain (1888-1964),<t>casts</t>: the actors in a play
